Model,SplittingMethod,Hashing,Canonical,Shrinkage,Ordering,recentHist,CNF_Length
BIOMD0000000162,mostFreq,1,0,0,1,0,125
BIOMD0000000162,mostFreq,1,0,0,1,0,126
BIOMD0000000162,mostFreq,1,0,0,1,0,127
BIOMD0000000162,mostFreq,1,0,0,1,0,128
BIOMD0000000162,mostFreq,1,0,0,1,0,129
BIOMD0000000162,mostFreq,1,0,0,1,0,130
BIOMD0000000162,mostFreq,1,0,0,1,0,131
BIOMD0000000162,mostFreq,1,0,0,1,0,132
BIOMD0000000162,mostFreq,1,0,0,1,0,133
BIOMD0000000162,mostFreq,1,0,0,1,0,134
BIOMD0000000162,mostFreq,1,0,0,1,0,135
BIOMD0000000162,mostFreq,1,0,0,1,0,136
BIOMD0000000162,mostFreq,1,0,0,1,0,137
BIOMD0000000162,mostFreq,1,0,0,1,0,138
BIOMD0000000162,mostFreq,1,0,0,1,0,139
BIOMD0000000162,mostFreq,1,0,0,1,0,140
BIOMD0000000162,mostFreq,1,0,0,1,0,141
BIOMD0000000162,mostFreq,1,0,0,1,0,142
BIOMD0000000162,mostFreq,1,0,0,1,0,143
BIOMD0000000162,mostFreq,1,0,0,1,0,144
BIOMD0000000162,mostFreq,1,0,0,1,0,145
BIOMD0000000162,mostFreq,1,0,0,1,0,146
BIOMD0000000162,mostFreq,1,0,0,1,0,147
BIOMD0000000162,mostFreq,1,0,0,1,0,148
BIOMD0000000162,mostFreq,1,0,0,1,0,149
BIOMD0000000162,mostFreq,1,0,0,1,0,150
BIOMD0000000162,mostFreq,1,0,0,1,0,151
BIOMD0000000162,mostFreq,1,0,0,1,0,152
BIOMD0000000162,mostFreq,1,0,0,1,0,153
BIOMD0000000162,mostFreq,1,0,0,1,0,154
BIOMD0000000162,mostFreq,1,0,0,1,0,155
BIOMD0000000162,mostFreq,1,0,0,1,0,156
BIOMD0000000162,mostFreq,1,0,0,1,0,157
BIOMD0000000162,mostFreq,1,0,0,1,0,158
BIOMD0000000162,mostFreq,1,0,0,1,0,159
BIOMD0000000162,mostFreq,1,0,0,1,0,160
BIOMD0000000162,mostFreq,1,0,0,1,0,161
BIOMD0000000162,mostFreq,1,0,0,1,0,162
BIOMD0000000162,mostFreq,1,0,0,1,0,163
BIOMD0000000162,mostFreq,1,0,0,1,0,164
BIOMD0000000162,mostFreq,1,0,0,1,0,165
BIOMD0000000162,mostFreq,1,0,0,1,0,166
BIOMD0000000162,mostFreq,1,0,0,1,0,167
BIOMD0000000162,mostFreq,1,0,0,1,0,168
BIOMD0000000162,mostFreq,1,0,0,1,0,169
BIOMD0000000162,mostFreq,1,0,0,1,0,170
BIOMD0000000162,mostFreq,1,0,0,1,0,171
BIOMD0000000162,mostFreq,1,0,0,1,0,172
BIOMD0000000162,mostFreq,1,0,0,1,0,173
BIOMD0000000162,mostFreq,1,0,0,1,0,174
BIOMD0000000162,mostFreq,1,0,0,1,0,175
BIOMD0000000162,mostFreq,1,0,0,1,0,176
BIOMD0000000162,mostFreq,1,0,0,1,0,177
BIOMD0000000162,mostFreq,1,0,0,1,0,178
BIOMD0000000162,mostFreq,1,0,0,1,0,179
BIOMD0000000162,mostFreq,1,0,0,1,0,180
BIOMD0000000162,mostFreq,1,0,0,1,0,181
BIOMD0000000162,mostFreq,1,0,0,1,0,182
BIOMD0000000162,mostFreq,1,0,0,1,0,183
BIOMD0000000162,mostFreq,1,0,0,1,0,184
BIOMD0000000162,mostFreq,1,0,0,1,0,185
BIOMD0000000162,mostFreq,1,0,0,1,0,186
BIOMD0000000162,mostFreq,1,0,0,1,0,187
BIOMD0000000162,mostFreq,1,0,0,1,0,188
BIOMD0000000162,mostFreq,1,0,0,1,0,189
BIOMD0000000162,mostFreq,1,0,0,1,0,190
BIOMD0000000162,mostFreq,1,0,0,1,0,191
BIOMD0000000162,mostFreq,1,0,0,1,0,192
BIOMD0000000162,mostFreq,1,0,0,1,0,193
BIOMD0000000162,mostFreq,1,0,0,1,0,194
BIOMD0000000162,mostFreq,1,0,0,1,0,195
BIOMD0000000162,mostFreq,1,0,0,1,0,196
BIOMD0000000162,mostFreq,1,0,0,1,0,197
BIOMD0000000162,mostFreq,1,0,0,1,0,198
BIOMD0000000162,mostFreq,1,0,0,1,0,199
BIOMD0000000162,mostFreq,1,0,0,1,0,200
BIOMD0000000162,mostFreq,1,0,0,1,0,201
BIOMD0000000162,mostFreq,1,0,0,1,0,202
BIOMD0000000162,mostFreq,1,0,0,1,0,203
BIOMD0000000162,mostFreq,1,0,0,1,0,204
BIOMD0000000162,mostFreq,1,0,0,1,0,205
BIOMD0000000162,mostFreq,1,0,0,1,0,206
BIOMD0000000162,mostFreq,1,0,0,1,0,207
BIOMD0000000162,mostFreq,1,0,0,1,0,208
BIOMD0000000162,mostFreq,1,0,0,1,0,209
BIOMD0000000162,mostFreq,1,0,0,1,0,210
BIOMD0000000162,mostFreq,1,0,0,1,0,211
BIOMD0000000162,mostFreq,1,0,0,1,0,212
BIOMD0000000162,mostFreq,1,0,0,1,0,213
BIOMD0000000162,mostFreq,1,0,0,1,0,214
BIOMD0000000162,mostFreq,1,0,0,1,0,215
BIOMD0000000162,mostFreq,1,0,0,1,0,216
BIOMD0000000162,mostFreq,1,0,0,1,0,217
BIOMD0000000162,mostFreq,1,0,0,1,0,218
BIOMD0000000162,mostFreq,1,0,0,1,0,219
BIOMD0000000162,mostFreq,1,0,0,1,0,220
BIOMD0000000162,mostFreq,1,0,0,1,0,221
BIOMD0000000162,mostFreq,1,0,0,1,0,222
BIOMD0000000162,mostFreq,1,0,0,1,0,223
BIOMD0000000162,mostFreq,1,0,0,1,0,224
BIOMD0000000162,mostFreq,1,0,0,1,0,225
BIOMD0000000162,mostFreq,1,0,0,1,0,226
BIOMD0000000162,mostFreq,1,0,0,1,0,227
BIOMD0000000162,mostFreq,1,0,0,1,0,228
BIOMD0000000162,mostFreq,1,0,0,1,0,229
BIOMD0000000162,mostFreq,1,0,0,1,0,230
BIOMD0000000162,mostFreq,1,0,0,1,0,231
BIOMD0000000162,mostFreq,1,0,0,1,0,232
BIOMD0000000162,mostFreq,1,0,0,1,0,233
BIOMD0000000162,mostFreq,1,0,0,1,0,234
BIOMD0000000162,mostFreq,1,0,0,1,0,235
BIOMD0000000162,mostFreq,1,0,0,1,0,236
BIOMD0000000162,mostFreq,1,0,0,1,0,237
BIOMD0000000162,mostFreq,1,0,0,1,0,238
BIOMD0000000162,mostFreq,1,0,0,1,0,239
BIOMD0000000162,mostFreq,1,0,0,1,0,240
BIOMD0000000162,mostFreq,1,0,0,1,0,241
BIOMD0000000162,mostFreq,1,0,0,1,0,242
BIOMD0000000162,mostFreq,1,0,0,1,0,243
BIOMD0000000162,mostFreq,1,0,0,1,0,244
BIOMD0000000162,mostFreq,1,0,0,1,0,245
BIOMD0000000162,mostFreq,1,0,0,1,0,246
BIOMD0000000162,mostFreq,1,0,0,1,0,247
BIOMD0000000162,mostFreq,1,0,0,1,0,248
BIOMD0000000162,mostFreq,1,0,0,1,0,249
BIOMD0000000162,mostFreq,1,0,0,1,0,250
BIOMD0000000162,mostFreq,1,0,0,1,0,251
BIOMD0000000162,mostFreq,1,0,0,1,0,252
BIOMD0000000162,mostFreq,1,0,0,1,0,253
BIOMD0000000162,mostFreq,1,0,0,1,0,254
BIOMD0000000162,mostFreq,1,0,0,1,0,255
BIOMD0000000162,mostFreq,1,0,0,1,0,256
BIOMD0000000162,mostFreq,1,0,0,1,0,257
BIOMD0000000162,mostFreq,1,0,0,1,0,258
BIOMD0000000162,mostFreq,1,0,0,1,0,259
BIOMD0000000162,mostFreq,1,0,0,1,0,260
BIOMD0000000162,mostFreq,1,0,0,1,0,261
BIOMD0000000162,mostFreq,1,0,0,1,0,262
BIOMD0000000162,mostFreq,1,0,0,1,0,263
BIOMD0000000162,mostFreq,1,0,0,1,0,264
BIOMD0000000162,mostFreq,1,0,0,1,0,265
BIOMD0000000162,mostFreq,1,0,0,1,0,266
BIOMD0000000162,mostFreq,1,0,0,1,0,267
BIOMD0000000162,mostFreq,1,0,0,1,0,268
BIOMD0000000162,mostFreq,1,0,0,1,0,269
BIOMD0000000162,mostFreq,1,0,0,1,0,270
BIOMD0000000162,mostFreq,1,0,0,1,0,271
BIOMD0000000162,mostFreq,1,0,0,1,0,272
BIOMD0000000162,mostFreq,1,0,0,1,0,273
BIOMD0000000162,mostFreq,1,0,0,1,0,274
BIOMD0000000162,mostFreq,1,0,0,1,0,275
BIOMD0000000162,mostFreq,1,0,0,1,0,276
BIOMD0000000162,mostFreq,1,0,0,1,0,277
BIOMD0000000162,mostFreq,1,0,0,1,0,278
BIOMD0000000162,mostFreq,1,0,0,1,0,279
BIOMD0000000162,mostFreq,1,0,0,1,0,280
BIOMD0000000162,mostFreq,1,0,0,1,0,281
BIOMD0000000162,mostFreq,1,0,0,1,0,282
BIOMD0000000162,mostFreq,1,0,0,1,0,283
BIOMD0000000162,mostFreq,1,0,0,1,0,284
BIOMD0000000162,mostFreq,1,0,0,1,0,285
BIOMD0000000162,mostFreq,1,0,0,1,0,286
BIOMD0000000162,mostFreq,1,0,0,1,0,287
BIOMD0000000162,mostFreq,1,0,0,1,0,288
BIOMD0000000162,mostFreq,1,0,0,1,0,289
BIOMD0000000162,mostFreq,1,0,0,1,0,290
BIOMD0000000162,mostFreq,1,0,0,1,0,291
BIOMD0000000162,mostFreq,1,0,0,1,0,292
BIOMD0000000162,mostFreq,1,0,0,1,0,293
BIOMD0000000162,mostFreq,1,0,0,1,0,294
BIOMD0000000162,mostFreq,1,0,0,1,0,295
BIOMD0000000162,mostFreq,1,0,0,1,0,296
BIOMD0000000162,mostFreq,1,0,0,1,0,297
BIOMD0000000162,mostFreq,1,0,0,1,0,298
BIOMD0000000162,mostFreq,1,0,0,1,0,299
BIOMD0000000162,mostFreq,1,0,0,1,0,300
BIOMD0000000162,mostFreq,1,0,0,1,0,301
BIOMD0000000162,mostFreq,1,0,0,1,0,302
BIOMD0000000162,mostFreq,1,0,0,1,0,303
BIOMD0000000162,mostFreq,1,0,0,1,0,304
BIOMD0000000162,mostFreq,1,0,0,1,0,305
BIOMD0000000162,mostFreq,1,0,0,1,0,306
BIOMD0000000162,mostFreq,1,0,0,1,0,307
BIOMD0000000162,mostFreq,1,0,0,1,0,308
BIOMD0000000162,mostFreq,1,0,0,1,0,309
BIOMD0000000162,mostFreq,1,0,0,1,0,310
BIOMD0000000162,mostFreq,1,0,0,1,0,311
BIOMD0000000162,mostFreq,1,0,0,1,0,312
BIOMD0000000162,mostFreq,1,0,0,1,0,313
BIOMD0000000162,mostFreq,1,0,0,1,0,314
BIOMD0000000162,mostFreq,1,0,0,1,0,315
BIOMD0000000162,mostFreq,1,0,0,1,0,316
BIOMD0000000162,mostFreq,1,0,0,1,0,317
BIOMD0000000162,mostFreq,1,0,0,1,0,318
BIOMD0000000162,mostFreq,1,0,0,1,0,319
BIOMD0000000162,mostFreq,1,0,0,1,0,320
BIOMD0000000162,mostFreq,1,0,0,1,0,321
BIOMD0000000162,mostFreq,1,0,0,1,0,322
BIOMD0000000162,mostFreq,1,0,0,1,0,323
BIOMD0000000162,mostFreq,1,0,0,1,0,324
BIOMD0000000162,mostFreq,1,0,0,1,0,325
BIOMD0000000162,mostFreq,1,0,0,1,0,326
BIOMD0000000162,mostFreq,1,0,0,1,0,327
BIOMD0000000162,mostFreq,1,0,0,1,0,328
BIOMD0000000162,mostFreq,1,0,0,1,0,329
BIOMD0000000162,mostFreq,1,0,0,1,0,330
BIOMD0000000162,mostFreq,1,0,0,1,0,331
BIOMD0000000162,mostFreq,1,0,0,1,0,332
BIOMD0000000162,mostFreq,1,0,0,1,0,333
BIOMD0000000162,mostFreq,1,0,0,1,0,334
BIOMD0000000162,mostFreq,1,0,0,1,0,335
BIOMD0000000162,mostFreq,1,0,0,1,0,336
BIOMD0000000162,mostFreq,1,0,0,1,0,337
BIOMD0000000162,mostFreq,1,0,0,1,0,338
BIOMD0000000162,mostFreq,1,0,0,1,0,339
BIOMD0000000162,mostFreq,1,0,0,1,0,340
BIOMD0000000162,mostFreq,1,0,0,1,0,341
BIOMD0000000162,mostFreq,1,0,0,1,0,342
BIOMD0000000162,mostFreq,1,0,0,1,0,343
BIOMD0000000162,mostFreq,1,0,0,1,0,344
BIOMD0000000162,mostFreq,1,0,0,1,0,345
BIOMD0000000162,mostFreq,1,0,0,1,0,346
BIOMD0000000162,mostFreq,1,0,0,1,0,347
BIOMD0000000162,mostFreq,1,0,0,1,0,348
BIOMD0000000162,mostFreq,1,0,0,1,0,349
BIOMD0000000162,mostFreq,1,0,0,1,0,350
BIOMD0000000162,mostFreq,1,0,0,1,0,351
BIOMD0000000162,mostFreq,1,0,0,1,0,352
BIOMD0000000162,mostFreq,1,0,0,1,0,353
BIOMD0000000162,mostFreq,1,0,0,1,0,354
BIOMD0000000162,mostFreq,1,0,0,1,0,355
BIOMD0000000162,mostFreq,1,0,0,1,0,356
BIOMD0000000162,mostFreq,1,0,0,1,0,357
BIOMD0000000162,mostFreq,1,0,0,1,0,358
BIOMD0000000162,mostFreq,1,0,0,1,0,359
BIOMD0000000162,mostFreq,1,0,0,1,0,360
BIOMD0000000162,mostFreq,1,0,0,1,0,361
BIOMD0000000162,mostFreq,1,0,0,1,0,362
BIOMD0000000162,mostFreq,1,0,0,1,0,363
BIOMD0000000162,mostFreq,1,0,0,1,0,364
BIOMD0000000162,mostFreq,1,0,0,1,0,365
BIOMD0000000162,mostFreq,1,0,0,1,0,366
BIOMD0000000162,mostFreq,1,0,0,1,0,367
BIOMD0000000162,mostFreq,1,0,0,1,0,368
BIOMD0000000162,mostFreq,1,0,0,1,0,369
BIOMD0000000162,mostFreq,1,0,0,1,0,370
BIOMD0000000162,mostFreq,1,0,0,1,0,371
BIOMD0000000162,mostFreq,1,0,0,1,0,372
BIOMD0000000162,mostFreq,1,0,0,1,0,373
BIOMD0000000162,mostFreq,1,0,0,1,0,374
BIOMD0000000162,mostFreq,1,0,0,1,0,375
BIOMD0000000162,mostFreq,1,0,0,1,0,376
BIOMD0000000162,mostFreq,1,0,0,1,0,377
BIOMD0000000162,mostFreq,1,0,0,1,0,378
BIOMD0000000162,mostFreq,1,0,0,1,0,379
BIOMD0000000162,mostFreq,1,0,0,1,0,380
BIOMD0000000162,mostFreq,1,0,0,1,0,381
BIOMD0000000162,mostFreq,1,0,0,1,0,382
BIOMD0000000162,mostFreq,1,0,0,1,0,383
BIOMD0000000162,mostFreq,1,0,0,1,0,384
BIOMD0000000162,mostFreq,1,0,0,1,0,385
BIOMD0000000162,mostFreq,1,0,0,1,0,386
BIOMD0000000162,mostFreq,1,0,0,1,0,387
BIOMD0000000162,mostFreq,1,0,0,1,0,388
BIOMD0000000162,mostFreq,1,0,0,1,0,389
BIOMD0000000162,mostFreq,1,0,0,1,0,390
BIOMD0000000162,mostFreq,1,0,0,1,0,391
BIOMD0000000162,mostFreq,1,0,0,1,0,392
BIOMD0000000162,mostFreq,1,0,0,1,0,393
BIOMD0000000162,mostFreq,1,0,0,1,0,394
BIOMD0000000162,mostFreq,1,0,0,1,0,395
BIOMD0000000162,mostFreq,1,0,0,1,0,396
BIOMD0000000162,mostFreq,1,0,0,1,0,397
BIOMD0000000162,mostFreq,1,0,0,1,0,398
BIOMD0000000162,mostFreq,1,0,0,1,0,399
BIOMD0000000162,mostFreq,1,0,0,1,0,400
BIOMD0000000162,mostFreq,1,0,0,1,0,401
BIOMD0000000162,mostFreq,1,0,0,1,0,402
BIOMD0000000162,mostFreq,1,0,0,1,0,403
BIOMD0000000162,mostFreq,1,0,0,1,0,404
BIOMD0000000162,mostFreq,1,0,0,1,0,405
BIOMD0000000162,mostFreq,1,0,0,1,0,406
BIOMD0000000162,mostFreq,1,0,0,1,0,407
BIOMD0000000162,mostFreq,1,0,0,1,0,408
BIOMD0000000162,mostFreq,1,0,0,1,0,409
BIOMD0000000162,mostFreq,1,0,0,1,0,410
BIOMD0000000162,mostFreq,1,0,0,1,0,411
BIOMD0000000162,mostFreq,1,0,0,1,0,412
BIOMD0000000162,mostFreq,1,0,0,1,0,413
BIOMD0000000162,mostFreq,1,0,0,1,0,414
BIOMD0000000162,mostFreq,1,0,0,1,0,415
BIOMD0000000162,mostFreq,1,0,0,1,0,416
BIOMD0000000162,mostFreq,1,0,0,1,0,417
BIOMD0000000162,mostFreq,1,0,0,1,0,418
BIOMD0000000162,mostFreq,1,0,0,1,0,419
BIOMD0000000162,mostFreq,1,0,0,1,0,420
BIOMD0000000162,mostFreq,1,0,0,1,0,421
BIOMD0000000162,mostFreq,1,0,0,1,0,422
BIOMD0000000162,mostFreq,1,0,0,1,0,423
BIOMD0000000162,mostFreq,1,0,0,1,0,424
BIOMD0000000162,mostFreq,1,0,0,1,0,425
BIOMD0000000162,mostFreq,1,0,0,1,0,426
BIOMD0000000162,mostFreq,1,0,0,1,0,427
BIOMD0000000162,mostFreq,1,0,0,1,0,428
BIOMD0000000162,mostFreq,1,0,0,1,0,429
BIOMD0000000162,mostFreq,1,0,0,1,0,430
BIOMD0000000162,mostFreq,1,0,0,1,0,431
BIOMD0000000162,mostFreq,1,0,0,1,0,432
BIOMD0000000162,mostFreq,1,0,0,1,0,433
BIOMD0000000162,mostFreq,1,0,0,1,0,434
BIOMD0000000162,mostFreq,1,0,0,1,0,435
BIOMD0000000162,mostFreq,1,0,0,1,0,436
BIOMD0000000162,mostFreq,1,0,0,1,0,437
BIOMD0000000162,mostFreq,1,0,0,1,0,438
BIOMD0000000162,mostFreq,1,0,0,1,0,439
BIOMD0000000162,mostFreq,1,0,0,1,0,440
BIOMD0000000162,mostFreq,1,0,0,1,0,441
BIOMD0000000162,mostFreq,1,0,0,1,0,442
BIOMD0000000162,mostFreq,1,0,0,1,0,443
BIOMD0000000162,mostFreq,1,0,0,1,0,444
BIOMD0000000162,mostFreq,1,0,0,1,0,445
BIOMD0000000162,mostFreq,1,0,0,1,0,446
BIOMD0000000162,mostFreq,1,0,0,1,0,447
BIOMD0000000162,mostFreq,1,0,0,1,0,448
BIOMD0000000162,mostFreq,1,0,0,1,0,449
BIOMD0000000162,mostFreq,1,0,0,1,0,450
BIOMD0000000162,mostFreq,1,0,0,1,0,451
BIOMD0000000162,mostFreq,1,0,0,1,0,452
BIOMD0000000162,mostFreq,1,0,0,1,0,453
BIOMD0000000162,mostFreq,1,0,0,1,0,454
BIOMD0000000162,mostFreq,1,0,0,1,0,455
BIOMD0000000162,mostFreq,1,0,0,1,0,456
BIOMD0000000162,mostFreq,1,0,0,1,0,457
BIOMD0000000162,mostFreq,1,0,0,1,0,458
BIOMD0000000162,mostFreq,1,0,0,1,0,459
BIOMD0000000162,mostFreq,1,0,0,1,0,460
BIOMD0000000162,mostFreq,1,0,0,1,0,461
BIOMD0000000162,mostFreq,1,0,0,1,0,462
BIOMD0000000162,mostFreq,1,0,0,1,0,463
BIOMD0000000162,mostFreq,1,0,0,1,0,464
BIOMD0000000162,mostFreq,1,0,0,1,0,465
BIOMD0000000162,mostFreq,1,0,0,1,0,466
BIOMD0000000162,mostFreq,1,0,0,1,0,467
BIOMD0000000162,mostFreq,1,0,0,1,0,468
BIOMD0000000162,mostFreq,1,0,0,1,0,469
BIOMD0000000162,mostFreq,1,0,0,1,0,470
BIOMD0000000162,mostFreq,1,0,0,1,0,471
BIOMD0000000162,mostFreq,1,0,0,1,0,472
BIOMD0000000162,mostFreq,1,0,0,1,0,473
BIOMD0000000162,mostFreq,1,0,0,1,0,474
BIOMD0000000162,mostFreq,1,0,0,1,0,475
BIOMD0000000162,mostFreq,1,0,0,1,0,476
BIOMD0000000162,mostFreq,1,0,0,1,0,477
BIOMD0000000162,mostFreq,1,0,0,1,0,478
BIOMD0000000162,mostFreq,1,0,0,1,0,479
BIOMD0000000162,mostFreq,1,0,0,1,0,480
BIOMD0000000162,mostFreq,1,0,0,1,0,481
BIOMD0000000162,mostFreq,1,0,0,1,0,482
BIOMD0000000162,mostFreq,1,0,0,1,0,483
BIOMD0000000162,mostFreq,1,0,0,1,0,484
BIOMD0000000162,mostFreq,1,0,0,1,0,485
BIOMD0000000162,mostFreq,1,0,0,1,0,486
BIOMD0000000162,mostFreq,1,0,0,1,0,487
BIOMD0000000162,mostFreq,1,0,0,1,0,488
BIOMD0000000162,mostFreq,1,0,0,1,0,489
BIOMD0000000162,mostFreq,1,0,0,1,0,490
BIOMD0000000162,mostFreq,1,0,0,1,0,491
BIOMD0000000162,mostFreq,1,0,0,1,0,492
BIOMD0000000162,mostFreq,1,0,0,1,0,493
BIOMD0000000162,mostFreq,1,0,0,1,0,494
BIOMD0000000162,mostFreq,1,0,0,1,0,495
BIOMD0000000162,mostFreq,1,0,0,1,0,496
BIOMD0000000162,mostFreq,1,0,0,1,0,497
BIOMD0000000162,mostFreq,1,0,0,1,0,498
BIOMD0000000162,mostFreq,1,0,0,1,0,499
BIOMD0000000162,mostFreq,1,0,0,1,0,500
BIOMD0000000162,mostFreq,1,0,0,1,0,501
BIOMD0000000162,mostFreq,1,0,0,1,0,502
BIOMD0000000162,mostFreq,1,0,0,1,0,503
BIOMD0000000162,mostFreq,1,0,0,1,0,504
BIOMD0000000162,mostFreq,1,0,0,1,0,505
BIOMD0000000162,mostFreq,1,0,0,1,0,506
BIOMD0000000162,mostFreq,1,0,0,1,0,507
BIOMD0000000162,mostFreq,1,0,0,1,0,508
BIOMD0000000162,mostFreq,1,0,0,1,0,509
BIOMD0000000162,mostFreq,1,0,0,1,0,510
BIOMD0000000162,mostFreq,1,0,0,1,0,511
BIOMD0000000162,mostFreq,1,0,0,1,0,512
BIOMD0000000162,mostFreq,1,0,0,1,0,513
BIOMD0000000162,mostFreq,1,0,0,1,0,514
BIOMD0000000162,mostFreq,1,0,0,1,0,515
BIOMD0000000162,mostFreq,1,0,0,1,0,516
BIOMD0000000162,mostFreq,1,0,0,1,0,517
BIOMD0000000162,mostFreq,1,0,0,1,0,518
BIOMD0000000162,mostFreq,1,0,0,1,0,519
BIOMD0000000162,mostFreq,1,0,0,1,0,520
BIOMD0000000162,mostFreq,1,0,0,1,0,521
BIOMD0000000162,mostFreq,1,0,0,1,0,522
BIOMD0000000162,mostFreq,1,0,0,1,0,523
BIOMD0000000162,mostFreq,1,0,0,1,0,524
BIOMD0000000162,mostFreq,1,0,0,1,0,525
BIOMD0000000162,mostFreq,1,0,0,1,0,526
BIOMD0000000162,mostFreq,1,0,0,1,0,527
BIOMD0000000162,mostFreq,1,0,0,1,0,528
BIOMD0000000162,mostFreq,1,0,0,1,0,529
BIOMD0000000162,mostFreq,1,0,0,1,0,530
BIOMD0000000162,mostFreq,1,0,0,1,0,531
BIOMD0000000162,mostFreq,1,0,0,1,0,532
BIOMD0000000162,mostFreq,1,0,0,1,0,533
BIOMD0000000162,mostFreq,1,0,0,1,0,534
BIOMD0000000162,mostFreq,1,0,0,1,0,535
BIOMD0000000162,mostFreq,1,0,0,1,0,536
BIOMD0000000162,mostFreq,1,0,0,1,0,537
BIOMD0000000162,mostFreq,1,0,0,1,0,538
BIOMD0000000162,mostFreq,1,0,0,1,0,539
BIOMD0000000162,mostFreq,1,0,0,1,0,540
BIOMD0000000162,mostFreq,1,0,0,1,0,541
BIOMD0000000162,mostFreq,1,0,0,1,0,542
BIOMD0000000162,mostFreq,1,0,0,1,0,543
BIOMD0000000162,mostFreq,1,0,0,1,0,544
BIOMD0000000162,mostFreq,1,0,0,1,0,545
BIOMD0000000162,mostFreq,1,0,0,1,0,546
BIOMD0000000162,mostFreq,1,0,0,1,0,547
BIOMD0000000162,mostFreq,1,0,0,1,0,548
BIOMD0000000162,mostFreq,1,0,0,1,0,549
BIOMD0000000162,mostFreq,1,0,0,1,0,550
BIOMD0000000162,mostFreq,1,0,0,1,0,551
BIOMD0000000162,mostFreq,1,0,0,1,0,552
BIOMD0000000162,mostFreq,1,0,0,1,0,553
BIOMD0000000162,mostFreq,1,0,0,1,0,554
BIOMD0000000162,mostFreq,1,0,0,1,0,555
BIOMD0000000162,mostFreq,1,0,0,1,0,556
BIOMD0000000162,mostFreq,1,0,0,1,0,557
BIOMD0000000162,mostFreq,1,0,0,1,0,558
BIOMD0000000162,mostFreq,1,0,0,1,0,559
BIOMD0000000162,mostFreq,1,0,0,1,0,560
BIOMD0000000162,mostFreq,1,0,0,1,0,561
BIOMD0000000162,mostFreq,1,0,0,1,0,562
BIOMD0000000162,mostFreq,1,0,0,1,0,563
BIOMD0000000162,mostFreq,1,0,0,1,0,564
BIOMD0000000162,mostFreq,1,0,0,1,0,565
BIOMD0000000162,mostFreq,1,0,0,1,0,566
BIOMD0000000162,mostFreq,1,0,0,1,0,567
BIOMD0000000162,mostFreq,1,0,0,1,0,568
BIOMD0000000162,mostFreq,1,0,0,1,0,569
BIOMD0000000162,mostFreq,1,0,0,1,0,570
BIOMD0000000162,mostFreq,1,0,0,1,0,571
BIOMD0000000162,mostFreq,1,0,0,1,0,572
BIOMD0000000162,mostFreq,1,0,0,1,0,573
BIOMD0000000162,mostFreq,1,0,0,1,0,574
BIOMD0000000162,mostFreq,1,0,0,1,0,575
BIOMD0000000162,mostFreq,1,0,0,1,0,576
BIOMD0000000162,mostFreq,1,0,0,1,0,577
BIOMD0000000162,mostFreq,1,0,0,1,0,578
BIOMD0000000162,mostFreq,1,0,0,1,0,579
BIOMD0000000162,mostFreq,1,0,0,1,0,580
BIOMD0000000162,mostFreq,1,0,0,1,0,581
BIOMD0000000162,mostFreq,1,0,0,1,0,582
BIOMD0000000162,mostFreq,1,0,0,1,0,583
BIOMD0000000162,mostFreq,1,0,0,1,0,584
BIOMD0000000162,mostFreq,1,0,0,1,0,585
BIOMD0000000162,mostFreq,1,0,0,1,0,586
BIOMD0000000162,mostFreq,1,0,0,1,0,587
BIOMD0000000162,mostFreq,1,0,0,1,0,588
BIOMD0000000162,mostFreq,1,0,0,1,0,589
BIOMD0000000162,mostFreq,1,0,0,1,0,590
BIOMD0000000162,mostFreq,1,0,0,1,0,591
BIOMD0000000162,mostFreq,1,0,0,1,0,592
BIOMD0000000162,mostFreq,1,0,0,1,0,593
BIOMD0000000162,mostFreq,1,0,0,1,0,594
BIOMD0000000162,mostFreq,1,0,0,1,0,595
BIOMD0000000162,mostFreq,1,0,0,1,0,596
BIOMD0000000162,mostFreq,1,0,0,1,0,597
BIOMD0000000162,mostFreq,1,0,0,1,0,598
BIOMD0000000162,mostFreq,1,0,0,1,0,599
BIOMD0000000162,mostFreq,1,0,0,1,0,600
BIOMD0000000162,mostFreq,1,0,0,1,0,601
BIOMD0000000162,mostFreq,1,0,0,1,0,602
BIOMD0000000162,mostFreq,1,0,0,1,0,603
BIOMD0000000162,mostFreq,1,0,0,1,0,604
BIOMD0000000162,mostFreq,1,0,0,1,0,605
BIOMD0000000162,mostFreq,1,0,0,1,0,606
BIOMD0000000162,mostFreq,1,0,0,1,0,607
BIOMD0000000162,mostFreq,1,0,0,1,0,608
BIOMD0000000162,mostFreq,1,0,0,1,0,609
BIOMD0000000162,mostFreq,1,0,0,1,0,610
BIOMD0000000162,mostFreq,1,0,0,1,0,611
BIOMD0000000162,mostFreq,1,0,0,1,0,612
BIOMD0000000162,mostFreq,1,0,0,1,0,613
BIOMD0000000162,mostFreq,1,0,0,1,0,614
BIOMD0000000162,mostFreq,1,0,0,1,0,615
BIOMD0000000162,mostFreq,1,0,0,1,0,616
BIOMD0000000162,mostFreq,1,0,0,1,0,617
BIOMD0000000162,mostFreq,1,0,0,1,0,618
BIOMD0000000162,mostFreq,1,0,0,1,0,619
BIOMD0000000162,mostFreq,1,0,0,1,0,620
BIOMD0000000162,mostFreq,1,0,0,1,0,621
BIOMD0000000162,mostFreq,1,0,0,1,0,622
